Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
509	8240110	1	BACKGROUND AND OBJECTIVES: Mutations of the peripherin/RDS gene have been reported in autosomal dominant retinitis pigmentosa, pattern macular dystrophy, and retinitis punctata albescens.	87	125	39	autosomal dominant retinitis pigmentosa	textual -  yields 1 of 2 UMLS codes (C0339525)	T0000022 - C0339525,C0035334	Autosomal dominant retinitis pigmentosa -			
509	8240110	1	BACKGROUND AND OBJECTIVES: Mutations of the peripherin/RDS gene have been reported in autosomal dominant retinitis pigmentosa, pattern macular dystrophy, and retinitis punctata albescens.	136	152	17	macular dystrophy	textual	C0730292	Macular dystrophy			
509	8240110	1	BACKGROUND AND OBJECTIVES: Mutations of the peripherin/RDS gene have been reported in autosomal dominant retinitis pigmentosa, pattern macular dystrophy, and retinitis punctata albescens.	159	186	28	retinitis punctata albescens	textual	C1405854	Retinitis punctata albescens			
510	8244393	1	The Na+/glucose cotransporter gene SGLT1 encodes the primary carrier protein responsible for the uptake of the dietary sugars glucose and galactose from the intestinal lumen.	0	0	0		No annotation.					
511	8244393	4	In two patients with the autosomal recessive disease glucose/galactose malabsorption, the underlying cause was found to be a missense mutation in SGLT1, and the Asp28--Asn change was demonstrated in vitro to eliminate SGLT1 transport activity.	26	84	59	autosomal recessive disease glucose/galactose malabsorption	intuitive: "autosomal recessive" indicates that it was hereditary or "congenital" a query of "congenital glucose/galactose malabsorption" yields correct UMLS code	C0268186	Congenital glucose-galactose malabsorption			
512	8252631	1	In humans, alteration of the tumor suppressor gene, APC, causes adenomatous polyposis coli, a condition causing predisposition to colorectal cancer.	65	90	26	adenomatous polyposis coli	textual	C0032580	Adenomatous Polyposis Coli			
512	8252631	1	In humans, alteration of the tumor suppressor gene, APC, causes adenomatous polyposis coli, a condition causing predisposition to colorectal cancer.	131	147	17	colorectal cancer	textual - search yields 2 out of 3 UMLS codes, does not yield C0346629	T0000016 - C0346629,C0009402,C1527249	Malignant neoplasm of large intestine - group name			
513	8258524	2	The authors' earlier findings of a negative electroretinogram (ERG) in a boy with Duchenne muscular dystrophy (DMD) led them to investigate dystrophin gene deletions and ERGs in five boys with DMD.	112	114	3	DMD	textual - yields correct UMLS code, however, also provides 3 others	C0013264	Muscular Dystrophy, Duchenne			
513	8258524	2	The authors' earlier findings of a negative electroretinogram (ERG) in a boy with Duchenne muscular dystrophy (DMD) led them to investigate dystrophin gene deletions and ERGs in five boys with DMD.	194	196	3	DMD	textual - yields correct UMLS code, however, also provides 3 others	C0013264	Muscular Dystrophy, Duchenne			
513	8258524	2	The authors' earlier findings of a negative electroretinogram (ERG) in a boy with Duchenne muscular dystrophy (DMD) led them to investigate dystrophin gene deletions and ERGs in five boys with DMD.	83	109	27	Duchenne muscular dystrophy	textual	C0013264	Muscular Dystrophy, Duchenne			
514	8259519	1	Mutations of APC appear to initiate sporadic and inherited forms of human colorectal cancer.	75	91	17	colorectal cancer	textual - search yields 2 out of 3 UMLS codes, does not yield C0346629	T0000016 - C0346629,C0009402,C1527249	Malignant neoplasm of large intestine - group name			
515	8266996	1	Abnormalities of chromosome region 15q11-13 are associated with Angelman syndrome (AS) and Prader-Willi syndrome PWS.	84	85	2	AS	textual - yields correct UMLS code, however, also yields 11 others	C0162635	Angelman Syndrome			
515	8266996	1	Abnormalities of chromosome region 15q11-13 are associated with Angelman syndrome (AS) and Prader-Willi syndrome PWS.	114	116	3	PWS	textual	C0032897	Prader-Willi Syndrome			
515	8266996	1	Abnormalities of chromosome region 15q11-13 are associated with Angelman syndrome (AS) and Prader-Willi syndrome PWS.	65	81	17	Angelman syndrome	textual	C0162635	Angelman Syndrome			
515	8266996	1	Abnormalities of chromosome region 15q11-13 are associated with Angelman syndrome (AS) and Prader-Willi syndrome PWS.	92	112	21	Prader-Willi syndrome	textual	C0032897	Prader-Willi Syndrome			
516	8279472	1	In 51 families with Wilson disease, we have studied DNA haplotypes of dinucleotide repeat polymorphisms (CA repeats) in the 13q14.3 region, to examine these markers for association with the Wilson disease gene WND.	21	34	14	Wilson disease	textual	C0019202	Hepatolenticular Degeneration			
516	8279472	1	In 51 families with Wilson disease, we have studied DNA haplotypes of dinucleotide repeat polymorphisms (CA repeats) in the 13q14.3 region, to examine these markers for association with the Wilson disease gene WND.	191	204	14	Wilson disease	textual	C0019202	Hepatolenticular Degeneration			
517	8281142	1	We have analyzed a single multi-affected breast/ovarian cancer pedigree (BOV3) and have shown consistent inheritance of markers on chromosome 17q with the disease confirming that this family is due to the BRCA1 gene.	42	62	21	breast/ovarian cancer	intuitive: list is present, a search of "breast cancer" yields 2 of the 4 UMLS codes (C0678222 and C0006142).  C0007104 (Female breast caricinoma) and C0238033 (Carcinoma of Male Breast) must be found intuitively based on what sex you are looking for.	T0000029 -C0238033, C0007104,C0006142,C0678222	Malignant Breast Neoplasm,Female Breast Carcinoma  - Malignant Breast Neoplasm,Malignant neoplasm of breast	hereditary breast/ovarian cancer (BRCA1, BRCA2) - C0677776, Familial cancer of breast C0346153, C0677776 -hereditary breast and ovarian cancer syndrome		
517	8281142	1	We have analyzed a single multi-affected breast/ovarian cancer pedigree (BOV3) and have shown consistent inheritance of markers on chromosome 17q with the disease confirming that this family is due to the BRCA1 gene.	49	62	14	ovarian cancer	textual -   Search yields both UMLS codes.	C1833686	OVARIAN CANCER, FAMILIA	T0000018 - C0029925, C1140680 		
518	8281152	2	Recent studies have demonstrated that this trinucleotide motif forms part of the last, 3' untranslated exon of a gene which potentially encodes multiple protein isoforms of a serine/threonine protein kinase myotonic dystrophy protein kinase, DM-PK.	208	225	18	myotonic dystrophy	textual - search yields 1 of 2 UMLS codes (C0027126). The second code has to do with muscular dystrophy and must be searched intuitively.	T0000024 - C0027126 - C0242007	Myotonic Dystrophy, muscular; dystrophy, myotonic			
519	8282802	2	We investigated the metabolism of the HDL apolipoproteins (apo) apoA-I and apoA-II in a total of five patients with LCAT deficiency, one with classic LCAT deficiency and four with Fish-eye disease.	0	0	0			C0268239	Appears to be an invalid annotation.  Code corresponds with no UMLS entry			
519	8282802	2	We investigated the metabolism of the HDL apolipoproteins (apo) apoA-I and apoA-II in a total of five patients with LCAT deficiency, one with classic LCAT deficiency and four with Fish-eye disease.	117	131	15	LCAT deficiency	textual/intuitive - abstract defines "LCAT" as Lecithin Acyltransferase	C0023195	Lecithin Acyltransferase Deficiency			
519	8282802	2	We investigated the metabolism of the HDL apolipoproteins (apo) apoA-I and apoA-II in a total of five patients with LCAT deficiency, one with classic LCAT deficiency and four with Fish-eye disease.	151	165	15	LCAT deficiency	textual/intuitive - abstract defines "LCAT" as Lecithin Acyltransferase	C0023195	Lecithin Acyltransferase Deficiency			
519	8282802	2	We investigated the metabolism of the HDL apolipoproteins (apo) apoA-I and apoA-II in a total of five patients with LCAT deficiency, one with classic LCAT deficiency and four with Fish-eye disease.	181	196	16	Fish-eye disease	textual	C0342895	Fish-Eye Disease			
520	8282802	9	Because LpA-I has been proposed to be more protective than LpA-I:A-II against atherosclerosis, this selective effect on the metabolism of LpA-I:A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I..	0	0	0			C0268239	Appears to be an invalid annotation.  Code corresponds with no UMLS entry			
520	8282802	9	Because LpA-I has been proposed to be more protective than LpA-I:A-II against atherosclerosis, this selective effect on the metabolism of LpA-I:A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I..	79	93	15	atherosclerosis	textual	C0004153	Atherosclerosis			
520	8282802	9	Because LpA-I has been proposed to be more protective than LpA-I:A-II against atherosclerosis, this selective effect on the metabolism of LpA-I:A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I..	212	226	15	LCAT deficiency	textual/intuitive - abstract defines "LCAT" as Lecithin Acyltransferase	C0023195	Lecithin Acyltransferase Deficiency			
520	8282802	9	Because LpA-I has been proposed to be more protective than LpA-I:A-II against atherosclerosis, this selective effect on the metabolism of LpA-I:A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I..	232	247	16	Fish-eye disease	textual	C0342895	Fish-Eye Disease			
520	8282802	9	Because LpA-I has been proposed to be more protective than LpA-I:A-II against atherosclerosis, this selective effect on the metabolism of LpA-I:A-II may provide a potential explanation why patients with classic LCAT deficiency and Fish-eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA-I..	289	303	15	atherosclerosis	textual	C0004153	Atherosclerosis			
521	8301658	4	Results of DNA analysis with the probe M27 beta are consistent with X linkage and indicate also that the locus of the relevant gene lies close to or is identical to the locus of the gene for the Wiskott-Aldrich syndrome WAS.	221	223	3	WAS	textual - does yield the correct code, but also yields 20 other codes	C0043194	Wiskott-Aldrich Syndrome			
521	8301658	4	Results of DNA analysis with the probe M27 beta are consistent with X linkage and indicate also that the locus of the relevant gene lies close to or is identical to the locus of the gene for the Wiskott-Aldrich syndrome WAS.	196	219	24	Wiskott-Aldrich syndrome	textual	C0043194	Wiskott-Aldrich Syndrome			
522	8302543	11	CONCLUSION: These results indicate that mutations in the rds gene can be expressed as a macular dystrophy, with evidence of primary cone dysfunction and preservation of peripheral rod function..	89	105	17	macular dystrophy	textual	C0730292	Macular dystrophy			
522	8302543	11	CONCLUSION: These results indicate that mutations in the rds gene can be expressed as a macular dystrophy, with evidence of primary cone dysfunction and preservation of peripheral rod function..	133	148	16	cone dysfunction	intuitive: the abstract makes no mention of "cone dysfunction syndrome".  Despite this, in order to yield the correct UMLS code you need to query "cone dysfunction syndrome	C0543968	Cone dysfunction syndrome	Cone dystrophy - C0730290		
522	8302543	11	CONCLUSION: These results indicate that mutations in the rds gene can be expressed as a macular dystrophy, with evidence of primary cone dysfunction and preservation of peripheral rod function..	170	192	23	peripheral rod function	intuitive: the abstract mentions rod degeneration or "dystrophy".  A query of "rod dystrophy" will yield correct UMLS code	C0730366	Rod dystrophy			
523	8302543	3	Mutations at codon 172 of the rds gene have been identified in three families with autosomal dominantly inherited, progressive macular dystrophy.	128	144	17	macular dystrophy	textual	C0730292	Macular dystrophy			
524	8304342	11	Overall, the establishment of a likely "hemochromatosis critical region" centromeric boundary and the identification of a linkage-disequilibrium zone both significantly contribute to a reduction in the amount of DNA required to be searched for novel coding sequences constituting the HFE defect..	48	62	15	hemochromatosis	textual - yields correct UMLS code, however, also yields 1 other for "HFE gene	C0018995	Hemochromatosis			
